gisjoin,YEAR,STATE,COUNTY,Total Population 2016,Median Age,white %,black %,Amerindian %,asian %,Pacific %,Other %,Multi %,hispanic %,Asian/Pac/Other/Multi?,Bachelor Above %,Median Household Income,2016_votes,County Power Index 2016
G1800130,2012-2016,Indiana,Brown County,14965,48.3,0.959772803,0.002739726,0.000668226,0.002940194,0,0,0.018509856,0.015369195,0.02145005,0.234739229,56323,7908,0.00290519
G1800150,2012-2016,Indiana,Carroll County,20007,42.3,0.942470136,0.004498426,0.001749388,0.000899685,0.000149948,0.001699405,0.009146799,0.039386215,0.011895836,0.174264865,54140,8609,0.00316271
G1800170,2012-2016,Indiana,Cass County,38324,40.5,0.811136625,0.01458616,0.003183384,0.014220854,0.00031312,0.005375222,0.010515604,0.140669033,0.030424799,0.139499826,43918,14135,0.00519282
G1800190,2012-2016,Indiana,Clark County,113993,38.8,0.84270964,0.069091962,0.000728115,0.007684682,0.000131587,0.000728115,0.02775609,0.051169809,0.036300475,0.201985953,51844,51104,0.01877423
G1800210,2012-2016,Indiana,Clay County,26568,40.4,0.965710629,0.002408913,0.001430292,0.000828064,0,0,0.016674195,0.012947907,0.017502258,0.169278825,49735,11259,0.00413625
G1800230,2012-2016,Indiana,Clinton County,32692,38.6,0.835617276,0.006240059,0.001682369,0.002110608,0.000581182,0.000305885,0.006270647,0.147191974,0.009268323,0.148896458,50096,11896,0.00437027
G1800250,2012-2016,Indiana,Crawford County,10582,43.3,0.964845965,0.001795502,0.009261009,0,0,0,0.00954451,0.014553015,0.00954451,0.097936058,41173,4591,0.00168661
G1800270,2012-2016,Indiana,Daviess County,32583,34.6,0.926556793,0.016419605,0.000184145,0.002731486,0.000398981,0.000276218,0.007150968,0.046281803,0.010557653,0.140054767,47939,10736,0.00394412
G1800290,2012-2016,Indiana,Dearborn County,49552,42.3,0.963795609,0.008415402,0.00197772,0.00417743,0.001109945,0.001614466,0.00712383,0.011785599,0.01402567,0.19964124,60834,23910,0.00878389
G1800310,2012-2016,Indiana,Decatur County,26340,39.1,0.952961276,0.005656796,0.000987092,0.01324981,0,0,0.008694002,0.018451025,0.021943812,0.18178735,51185,11095,0.004076
G1800330,2012-2016,Indiana,DeKalb County,42489,38.9,0.952505354,0.002212337,0.000847278,0.003648003,0,0,0.013862411,0.026924616,0.017510414,0.173693146,50398,16816,0.00617774
G1800350,2012-2016,Indiana,Delaware County,116463,35.1,0.873728137,0.059924611,0.001468277,0.012888213,0.000352043,0.001116234,0.02921958,0.021302903,0.043576071,0.23285473,39537,44699,0.01642121
G1800370,2012-2016,Indiana,Dubois County,42345,40.9,0.915999528,0.00417995,0.000566773,0.006376196,0,0,0.006021962,0.066855591,0.012398158,0.197290106,55154,19917,0.00731697
G1800390,2012-2016,Indiana,Elkhart County,201640,35.3,0.758138266,0.054403888,0.001423329,0.010841103,0.000332275,0.003238445,0.021592938,0.150029756,0.036004761,0.182691703,49692,65187,0.02394794
G1800410,2012-2016,Indiana,Fayette County,23608,42.4,0.959420535,0.024483226,0,0.001694341,0,0,0.004617079,0.009784819,0.00631142,0.106784302,40851,9530,0.00350106
G1800430,2012-2016,Indiana,Floyd County,76290,40,0.884925941,0.051107616,0.002923057,0.010617381,0,0.000576747,0.020094377,0.029754883,0.031288504,0.269276028,57494,37225,0.01367546
G1800450,2012-2016,Indiana,Fountain County,16741,42.5,0.95705155,0.00400215,0.002867212,0.00167254,0,0,0.010811779,0.023594767,0.01248432,0.144610597,45924,7474,0.00274575
G1800470,2012-2016,Indiana,Franklin County,22887,42.1,0.972123913,0.003320662,0.001310788,0.007995805,0,0,0.0043256,0.010923232,0.012321405,0.191467423,52128,10990,0.00403743
G1800490,2012-2016,Indiana,Fulton County,20412,41.5,0.924456202,0.009014305,0.002939447,0.004752107,0.000587889,0,0.009553204,0.048696845,0.0148932,0.137197516,46310,8374,0.00307638
G1800510,2012-2016,Indiana,Gibson County,33684,40.3,0.943652773,0.018228239,0.000979694,0.002464078,0,0.000564066,0.019771999,0.014339152,0.022800143,0.156314292,49669,15472,0.005684
G1800530,2012-2016,Indiana,Grant County,68269,39.8,0.855512751,0.06872812,0.002504797,0.007411856,0,0.000190423,0.025047972,0.040604081,0.032650251,0.167252064,40272,25239,0.00927213
G1800550,2012-2016,Indiana,Greene County,32633,42.6,0.96917231,0.00288052,0.000214507,0.003891766,0.001501548,0,0.0099286,0.01241075,0.015321913,0.14347196,45153,13763,0.00505615
G1800570,2012-2016,Indiana,Hamilton County,303042,36.3,0.848314755,0.035377934,0.001016361,0.055008877,6.60E-05,0.002049221,0.0207133,0.037453554,0.077837395,0.562808765,87782,153630,0.05643952
G1800590,2012-2016,Indiana,Hancock County,71955,39.8,0.933666875,0.020332152,0.002557154,0.0074491,0.000208464,0.000639288,0.014314502,0.020832465,0.022611354,0.289819325,68449,36027,0.01323535
G1800610,2012-2016,Indiana,Harrison County,39370,42.5,0.959664719,0.000711201,0.005943612,0.007772416,0,0.000508001,0.008712217,0.016687833,0.016992634,0.169027935,52926,18528,0.00680669
G1800630,2012-2016,Indiana,Hendricks County,155817,37.5,0.86379535,0.05878691,0.001610864,0.02422072,0,0.003555453,0.01277781,0.035252893,0.040553983,0.346911536,73042,75258,0.02764776
G1800650,2012-2016,Indiana,Henry County,48953,42.5,0.940146671,0.020182624,0.003574858,0.003472719,0.000428983,0.000714972,0.01548424,0.015994934,0.020100913,0.15732578,44509,20075,0.00737501
G1800670,2012-2016,Indiana,Howard County,82728,41.5,0.860760565,0.06946862,0.003106566,0.013187796,0.000616478,0.000689005,0.021637172,0.030533798,0.036130452,0.195488065,45928,36754,0.01350243
G1800690,2012-2016,Indiana,Huntington County,36696,40.1,0.954191193,0.007684761,0.00264334,0.007848267,0,0,0.007085241,0.020547199,0.014933508,0.188655732,47042,15974,0.00586842
G1800710,2012-2016,Indiana,Jackson County,43637,38.3,0.899007723,0.005316589,0.002704127,0.02305383,0,0.00025208,0.008318629,0.061347022,0.031624539,0.161688597,48546,17532,0.00644078
G1800730,2012-2016,Indiana,Jasper County,33461,39.1,0.918023968,0.008786348,0,0.003705807,0,0,0.010430053,0.059053824,0.01413586,0.165420308,55485,13331,0.00489745
G1800750,2012-2016,Indiana,Jay County,21196,39.4,0.952207964,0.00367994,0.002594829,0.00367994,4.72E-05,0,0.008114739,0.02967541,0.011841857,0.108901651,42322,7962,0.00292502
G1800770,2012-2016,Indiana,Jefferson County,32482,40.5,0.932762761,0.019302999,0.001724032,0.008066006,0,0.00024629,0.013268887,0.024629025,0.021581183,0.170436445,47065,13461,0.00494521
G1800790,2012-2016,Indiana,Jennings County,28023,39.6,0.954608714,0.01327481,0.002926168,0.002248153,0,0,0.004353567,0.022588588,0.00660172,0.096371398,47236,11115,0.00408335
G1800810,2012-2016,Indiana,Johnson County,147567,37.4,0.907804591,0.020180664,0.002039751,0.024815846,6.10E-05,0.00164671,0.010110662,0.033340788,0.036634207,0.295013026,63023,66229,0.02433075
G1800830,2012-2016,Indiana,Knox County,37956,38.1,0.930972705,0.029876699,0.000764043,0.007376963,0.000816735,0.000447887,0.012356413,0.017388555,0.020997998,0.152361728,44624,15483,0.00568804
G1800850,2012-2016,Indiana,Kosciusko County,78461,37.8,0.888619824,0.008003976,0.002689234,0.010106932,0,0.000254904,0.013063815,0.077261315,0.023425651,0.212246715,54482,31907,0.01172177
G1800870,2012-2016,Indiana,LaGrange County,38395,31.1,0.944524027,0.002239875,0.000390676,0.000911577,0.000234406,0.000130225,0.012605808,0.038963407,0.013882016,0.111961374,53947,9552,0.00350915
G1800890,2012-2016,Indiana,Lake County,489698,38.2,0.546026326,0.24244126,0.002015528,0.013359254,0.00026547,0.001455999,0.014037223,0.18039894,0.029117946,0.208878633,50905,200247,0.07356534
G1800910,2012-2016,Indiana,LaPorte County,110993,40,0.801528024,0.108529367,0.002621787,0.005504852,9.91E-05,0.000288306,0.020640941,0.060787617,0.026533205,0.175874375,48165,44994,0.01652958
G1800930,2012-2016,Indiana,Lawrence County,45696,42.4,0.960215336,0.003501401,0.001816352,0.005077031,0,0,0.01422444,0.015165441,0.019301471,0.143433775,46044,19076,0.00700801
G1800950,2012-2016,Indiana,Madison County,129862,40,0.855307942,0.07747455,0.001062667,0.004212164,0.00080085,0.000600638,0.023471069,0.037070121,0.029084721,0.173925645,44795,53660,0.01971324
G1800970,2012-2016,Indiana,Marion County,932142,34.1,0.57323455,0.271103544,0.002257167,0.026911136,0.000203832,0.003136861,0.024824544,0.098328366,0.055076372,0.290210325,43369,361070,0.13264737
G1800990,2012-2016,Indiana,Marshall County,46833,39.8,0.883543655,0.006042748,0.00138791,0.004099673,0.000619221,0,0.011167339,0.093139453,0.015886234,0.185311064,49725,18008,0.00661565
G1801010,2012-2016,Indiana,Martin County,10218,42.7,0.971912312,0.004110393,0.006654923,0.00391466,0.000880799,0.000685066,0.009688784,0.002153063,0.015169309,0.113760696,47457,4807,0.00176596
G1801030,2012-2016,Indiana,Miami County,36093,39.8,0.8959355,0.048790624,0.009724877,0.004349874,0.000609536,0,0.01277256,0.027817028,0.01773197,0.119353535,45646,13440,0.00493749
G1801050,2012-2016,Indiana,Monroe County,143292,28.6,0.845057645,0.030231974,0.002205287,0.062208637,0.000425704,0.000781621,0.026484382,0.032604751,0.089900343,0.451441033,43389,57623,0.02116914
G1801070,2012-2016,Indiana,Montgomery County,38108,40.4,0.924871418,0.008922011,0.002781568,0.00629789,0.000104965,5.25E-05,0.011021308,0.045948357,0.017476645,0.167501174,50253,15101,0.0055477
G1801090,2012-2016,Indiana,Morgan County,69504,41.2,0.964275437,0.003409876,0.000733771,0.006747813,0,5.76E-05,0.010690032,0.01408552,0.017495396,0.155302311,57521,31180,0.01145469
G1801110,2012-2016,Indiana,Newton County,14022,42.9,0.919412352,0.003351876,0.001355014,0.004992155,0.001568963,0,0.010269576,0.059050064,0.016830695,0.105439756,50058,5791,0.00212746
G1801130,2012-2016,Indiana,Noble County,47587,38.4,0.878496228,0.003572404,0.00060941,0.006346271,2.10E-05,0,0.011053439,0.099901234,0.017420724,0.141459217,49657,16890,0.00620493
G1801150,2012-2016,Indiana,Ohio County,6003,46.2,0.968015992,0.023155089,0,0,0,0.00149925,0.001166084,0.006163585,0.002665334,0.138458029,54653,2917,0.00107163
G1801170,2012-2016,Indiana,Orange County,19579,40.9,0.957709791,0.012768783,0.000919352,0.004954288,0,0,0.010317177,0.013330609,0.015271464,0.119065449,41438,8189,0.00300842
G1801190,2012-2016,Indiana,Owen County,21038,44.3,0.965300884,0.004705771,0.002756916,0.004943436,0,0.000617929,0.009981937,0.011693127,0.015543303,0.120093771,45388,8520,0.00313002
G1801210,2012-2016,Indiana,Parke County,17033,41.6,0.949274937,0.018493513,0.003463864,0.000821934,0.002113544,0,0.011507075,0.014325134,0.014442553,0.117847638,42664,6576,0.00241584
G1801230,2012-2016,Indiana,Perry County,19301,41.1,0.94466608,0.030879229,0.00129527,0.002953215,0,0,0.00792705,0.012279157,0.010880265,0.134260281,47396,8025,0.00294817
G1801250,2012-2016,Indiana,Pike County,12554,43.4,0.969093516,0.007965589,0,0.009956986,0,0,0.00852318,0.00446073,0.018480166,0.126106697,48076,5977,0.00219579
G1801270,2012-2016,Indiana,Porter County,167016,39.4,0.843248551,0.032601667,0.001838147,0.013914835,0.000700532,0.000682569,0.013238253,0.093775447,0.028536188,0.261261421,64874,76492,0.0281011
G1801290,2012-2016,Indiana,Posey County,25527,42.7,0.962980374,0.013475927,0,0.004779253,0,0,0.008069887,0.010694559,0.01284914,0.205621218,59918,12448,0.00457306
G1801310,2012-2016,Indiana,Pulaski County,12910,41.6,0.94771495,0.002091402,0.001471727,0.004027885,0,0,0.016808675,0.02788536,0.020836561,0.106695029,44884,5437,0.00199741
G1801330,2012-2016,Indiana,Putnam County,37626,37.8,0.919576888,0.034736618,0.000823898,0.008929995,0,0.000186042,0.009567852,0.026178706,0.018683889,0.150343885,52465,14680,0.00539304
G1801350,2012-2016,Indiana,Randolph County,25403,42,0.939534701,0.009290241,0.000472385,0.001928906,0,0.005983545,0.010549935,0.032240287,0.018462386,0.130701704,42418,10456,0.00384125
G1801370,2012-2016,Indiana,Ripley County,28633,40.8,0.958160165,0.003946495,0.004435442,0.00995355,0,0.000977893,0.005064087,0.017462369,0.01599553,0.174409631,52372,12790,0.0046987
G1801390,2012-2016,Indiana,Rush County,16873,41.2,0.963254904,0.011497659,0,0.001718722,0,0.001955787,0.007289753,0.014283174,0.010964262,0.14028436,46380,7214,0.00265023
G1801410,2012-2016,Indiana,St. Joseph County,267696,36.4,0.740339788,0.127458012,0.002954844,0.020680175,0.000866655,0.00106464,0.025211434,0.081424452,0.047822904,0.28245437,46174,109452,0.04020971
G1801430,2012-2016,Indiana,Scott County,23734,40.9,0.963133058,0.00219095,0.001853881,0.003960563,0,0.000337069,0.010027808,0.018496671,0.01432544,0.129880478,46368,9060,0.0033284
G1801450,2012-2016,Indiana,Shelby County,44404,41.5,0.928114584,0.012904243,0.000810738,0.006553464,0,0.002589857,0.009683812,0.039343302,0.018827133,0.166339549,52651,17935,0.00658884
G1801470,2012-2016,Indiana,Spencer County,20777,42.8,0.952736199,0.006353179,0.002310247,0.001540165,0.000770082,0,0.008615296,0.027674833,0.010925543,0.153250881,54870,9959,0.00365867
G1801490,2012-2016,Indiana,Starke County,23069,41.9,0.946334908,0.004161429,0.001387143,0.003034375,0,0,0.010533617,0.034548528,0.013567992,0.116102978,43401,9226,0.00338938
G1801510,2012-2016,Indiana,Steuben County,34279,42.1,0.941188483,0.002479652,0.000437586,0.004755098,0.000291724,0.000758482,0.016511567,0.033577409,0.02231687,0.199450502,50418,14530,0.00533793
G1801530,2012-2016,Indiana,Sullivan County,21026,41,0.923047655,0.044183392,0.001997527,0.003186531,0,0,0.010938838,0.016646057,0.014125369,0.126599236,43786,8559,0.00314435
G1801550,2012-2016,Indiana,Switzerland County,10484,40.1,0.963563525,0.00610454,0,0.001526135,0,0,0.010873712,0.017932087,0.012399847,0.082743989,43456,3639,0.00133687
G1801570,2012-2016,Indiana,Tippecanoe County,183397,27.9,0.777613592,0.046636532,0.00109053,0.075846388,0.000212653,0.000752466,0.018086446,0.079761392,0.094897954,0.352771764,47406,61916,0.02274627
G1801590,2012-2016,Indiana,Tipton County,15447,44.5,0.956561145,0.001683175,0,0,0.002460025,0,0.014501198,0.024794458,0.016961222,0.210598572,54023,7510,0.00275897
G1801610,2012-2016,Indiana,Union County,7251,43.1,0.961660461,0.001654944,0,0.00551648,0,0,0.031030203,0.000137912,0.036546683,0.185564938,45104,3286,0.00120719
G1801630,2012-2016,Indiana,Vanderburgh County,181692,37.7,0.843790591,0.089404046,0.002102459,0.010578341,0.001139291,0.001508047,0.026710037,0.024767188,0.039935715,0.24902441,43311,71957,0.02643506
G1801650,2012-2016,Indiana,Vermillion County,15752,43,0.969972067,0.003745556,0.00285678,0.001015744,0,0.001650584,0.009713052,0.011046216,0.01237938,0.129827743,44409,6913,0.00253965
G1801670,2012-2016,Indiana,Vigo County,108099,36.1,0.860211473,0.058363167,0.00225719,0.01899185,0.00036078,0.00059205,0.034172379,0.025051111,0.054117059,0.23176127,41221,39569,0.01453658
G1801690,2012-2016,Indiana,Wabash County,32177,42.1,0.946110576,0.008360009,0.00637101,0.001180968,0,0.000404015,0.013363583,0.024209839,0.014948566,0.182968458,47473,13415,0.00492831
G1801710,2012-2016,Indiana,Warren County,8309,44.5,0.967264412,0.006860031,0.001444217,0.000120351,0,0.001564569,0.009146708,0.013599711,0.010831628,0.195670556,58623,3919,0.00143973
G1801730,2012-2016,Indiana,Warrick County,61427,40.6,0.93123545,0.015009686,0.001497713,0.021847071,0.000293031,0.000406987,0.012584043,0.01712602,0.035131131,0.279996177,61542,29609,0.01087755
G1801750,2012-2016,Indiana,Washington County,27792,41,0.970135291,0.000467761,0.00341825,0.001619171,0,0.000431779,0.011154289,0.01277346,0.013205239,0.127069493,44883,11333,0.00416344
G1801770,2012-2016,Indiana,Wayne County,67423,40.9,0.886477908,0.048559097,0.00136452,0.008646901,0,0.00102339,0.026207674,0.027720511,0.035877964,0.171348801,39691,25575,0.00939556
G1801790,2012-2016,Indiana,Wells County,27836,40.7,0.95247162,0.006322748,0.003197298,0.006933467,0,0.000826268,0.004346889,0.02590171,0.012106625,0.173952495,51568,13123,0.00482104
G1801810,2012-2016,Indiana,White County,24265,42.3,0.902452092,0.004615702,0.001566042,0.002513909,0,0,0.013311354,0.075540903,0.015825263,0.156845185,51547,9902,0.00363773
G1801830,2012-2016,Indiana,Whitley County,33354,41.3,0.958655634,0.003897583,0.003208011,0.003657732,0,0.000119926,0.012022546,0.018438568,0.015800204,0.18288854,54837,15535,0.00570714
G1900010,2012-2016,Iowa,Adair County,7330,46,0.968894952,0.002864939,0.000136426,0.003410641,0,0,0.008731241,0.015961801,0.012141883,0.165687204,48765,3759,0.00243635
G1900030,2012-2016,Iowa,Adams County,3822,47.2,0.968341183,0.004971219,0,0.008634223,0,0,0.009942439,0.008110937,0.018576661,0.167030568,48598,2082,0.00134942
G1900050,2012-2016,Iowa,Allamakee County,14001,45.1,0.915863153,0.008427969,0.000857082,0.004356832,0.000142847,0.001428469,0.01235626,0.056567388,0.018284408,0.170286178,48089,6837,0.00443132
G1900070,2012-2016,Iowa,Appanoose County,12602,44.8,0.959371528,0.004443739,0.000476115,0.004919854,0,0,0.013569275,0.017219489,0.018489129,0.18122905,40817,6096,0.00395105
G1900090,2012-2016,Iowa,Audubon County,5793,48.3,0.971862593,0.002244088,0.003107198,0.001898843,0,0,0.014845503,0.006041775,0.016744347,0.13141635,47048,3379,0.00219006
G1900110,2012-2016,Iowa,Benton County,25720,41.8,0.967612753,0.005443235,0.000388802,0.002760498,0,3.89E-05,0.009953344,0.013802488,0.012752722,0.217530978,61222,13690,0.00887302
G1900130,2012-2016,Iowa,Black Hawk County,132821,34.8,0.825757975,0.088261645,0.002115629,0.019454755,0.00225115,0.001370265,0.019432168,0.041356412,0.042508338,0.269816305,50348,63221,0.04097597
G1900150,2012-2016,Iowa,Boone County,26411,41.1,0.948544167,0.012267616,0.002271781,0.001211616,0.000416493,0,0.011586082,0.023702245,0.013214191,0.224428727,54513,13984,0.00906357
G1900170,2012-2016,Iowa,Bremer County,24663,38.9,0.955155496,0.01074484,0.002432794,0.008758059,0.001581316,0.001865142,0.005717066,0.013745286,0.017921583,0.278533449,64264,13350,0.00865265
G1900190,2012-2016,Iowa,Buchanan County,21031,38.5,0.965241786,0.003423518,0.003233322,0.004945081,0,0.000475489,0.008368599,0.014312206,0.013789168,0.179987098,55881,10137,0.00657018
G1900210,2012-2016,Iowa,Buena Vista County,20445,35.4,0.62597212,0.026901443,0.000195647,0.082905356,0.010956224,0.000538029,0.005722671,0.246808511,0.100122279,0.186984275,49942,8179,0.00530113
G1900230,2012-2016,Iowa,Butler County,14933,43.7,0.970334159,0.00301346,0.002879529,0.005625126,0.000736624,0,0.00555816,0.011852943,0.011919909,0.156702209,52204,7457,0.00483317
G1900250,2012-2016,Iowa,Calhoun County,9876,45.4,0.948663427,0.016605913,0.0027339,0.002632645,0,0.000405022,0.01073309,0.018226002,0.013770757,0.183751595,44635,5105,0.00330875
G1900270,2012-2016,Iowa,Carroll County,20555,42,0.955582583,0.014205789,0.000681099,0.000778399,0,0,0.006178545,0.022573583,0.006956945,0.214270425,53785,10435,0.00676333
G1900290,2012-2016,Iowa,Cass County,13433,44.6,0.95808829,0.002605524,0.001637758,0.00506216,0.001712201,0,0.00736991,0.023524157,0.014144272,0.198310454,45469,7055,0.00457262
G1900310,2012-2016,Iowa,Cedar County,18389,42.2,0.959377889,0.005873076,0.000271902,0.00810267,0,0,0.008211431,0.018163032,0.016314101,0.22047183,60435,9386,0.00608343
